Title,Author,Series,Status,ISBN,Rating,Owned,title,publish_date,publishers,pages,subjects,description,rating,author,Genre,Subgenre
The Girl with the Dragon Tattoo,Stieg Larsson,,Read,9780307454546,3.25,Yes,,23-Jun-09,['Vintage Crime/Black Lizard'],672,"['Fiction: Literature', 'Novels', 'Misogyny', 'rape', 'Book of Leviticus', 'child sexual abuse', 'finance', 'secrecy', 'aristocracy', 'heiresses', 'tattooing', 'upper class', 'industrialists', 'Detective', 'Mystery', 'punk', 'woman', 'crime', 'murder', 'sex', 'investigate', 'death', 'revenge', 'justice', 'trilogy', 'Journalists Sweden Stockholm Fiction', 'Missing persons Investigation Sweden Oland Fiction', 'Computer hackers Sweden Stockholm Fiction', 'mystery fiction', '21st Century Film and Literature', 'Gender and Violence', 'Scandinavian comparative literature', ""women's and gender studies"", 'comparative literature', 'thriller', 'crime fiction', 'Family secrets', 'Fiction', 'Investigation', 'Missing persons', 'Rich people', 'Hackers', 'nyt:combined_print_fiction=2012-03-03', 'Suspense fiction', 'Corruption', 'New York Times bestseller', 'Computer hackers', 'Journalists', 'Lisbeth Salander (Fictitious character)', 'Mikael Blomqvist (Fictitious character)', 'Swedish fiction', 'Disappeared persons', 'Reading Level-Grade 9', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', 'Reading materials', 'Ã‰tica', 'Spanish language materials', 'Spanish language', 'Novela', 'Rich', 'Personas desaparecidas', 'Clase alta', 'Journalists, fiction', 'Fiction, suspense', 'Missing persons, fiction', 'Stockholm (sweden), fiction', 'Large type books', 'Mikael Blomkvist (Fictitious character)', 'Internet Archive Wishlis', 'Translations into English', 'Families', 'Fictional Works', 'Fiction, thrillers, suspense', 'Women private investigators', 'Mikael Blomkvist', 'Lisbeth', 'Investigative reporting', 'Romans, nouvelles', 'Journalistes', ""Journalisme d'enquÃªte"", 'Personnes disparues', 'EnquÃªtes', 'German language materials', 'Junge Frau', 'Belletristische Darstellung', 'Verschwinden', 'Journalist', 'AufklÃ¤rung <Kriminologie>', 'Familie', 'Sexueller Missbrauch', 'Faschismus', 'Kriminalfall', 'AufklÃ¤rung', 'Kriminalroman', 'Schwedisch', 'Kriminalliteratur', 'Text']","Mikael Blomkvist, ekonomireporter, dÃ¶ms till fÃ¤ngelse fÃ¶r fÃ¶rtal av finansmannen WennerstrÃ¶m, och beslutar sig fÃ¶r att ta time out frÃ¥n sitt jobb pÃ¥ tidskriften Millennium.
I samma veva fÃ¥r han ett ovanligt uppdrag. Henrik Vanger, tidigare en av landets frÃ¤msta industriledare, vill att Blomkvist ska skriva slÃ¤kten Vangers historia. Men det visar sig snart bara vara en tÃ¤ckmantel fÃ¶r Blomkvists verkliga uppgift: att ta reda pÃ¥ vad som hÃ¤nt Vangers unga slÃ¤kting Harriet, som varit spÃ¥rlÃ¶st fÃ¶rsvunnen i snart fyrtio Ã¥r. Henrik Vanger fÃ¥r Ã¥rligen pÃ¥ sin fÃ¶delsedag en pÃ¥minnelse per post som gÃ¶r att han inte kan slÃ¤ppa tanken pÃ¥ att hon fortfarande finns i livet. 

Uppdraget ser till en bÃ¶rjan hopplÃ¶st ut och han behÃ¶ver hjÃ¤lp med research. Han fÃ¥r tips om Lisbeth Salander, en ung strulig tjej, tatuerad och piercad, men ocksÃ¥ professionell hacker och med unika egenskaper som gÃ¶r henne till en oslagbar researcher. 
Tillsammans Ã¤r Blomkvist och Salander ett omaka par men utgÃ¶r ett oslagbart team, och de kommer allt nÃ¤rmare lÃ¶sningen pÃ¥ gÃ¥tan Harriet. SpÃ¤nningen stiger nÃ¤r de bÃ¶rjar misstÃ¤nka att en person i Henrik Vangers nÃ¤rmaste krets Ã¤r inblandad i en rad sadistiska brott. 
Stieg Larssons kriminaldebut Ã¤r av ett enastÃ¥ende slag. Han skriver med en stark kÃ¤nsla fÃ¶r samtiden och det Ã¤r effektivt, trÃ¤ffsÃ¤kert och drivet. Dessutom uppvisar han en mycket stor bredd fÃ¶renad med djup i sina faktakunskaper. Han besitter en fantastisk fÃ¶rmÃ¥ga att skapa komplicerade intriger som han knyter ihop med briljans.

Det hÃ¤r Ã¤r fÃ¶rsta boken av tre bÃ¶cker om Mikael Blomkvist och Lisbeth Salander.",4.066666667,The Girl with the Dragon Tattoo (Millennium #1),Mystery,Thriller
The Guncle,Steven Rowley,,Read,9780525542308,4.5,Yes,,2022,"['Penguin Publishing Group', ""G.P. Putnam's Sons""]",304,['American literature'],,4.5,Guncle,Contemporary Fiction,LGBTQ+
Starling House,Alix E. Harrow,,Read,9781250323217,4.5,Yes,,2023,"[""St. Martin's Press""]",,"['nyt:combined-print-and-e-book-fiction=2023-10-22', 'New York Times bestseller']",,4,Starling House,Fantasy,"Gothic, Dark, Romance"
For She is Wrath,Emily Varga,,Read,9781250877383,4.5,Yes,,2024,"[""St. Martin's Press""]",368,,,3.65,For She Is Wrath,Fantasy,"Dark, Romance"
The Midnight Library,Matt Haig,,Read,9780525559474,4.25,Yes,,29-Sep-20,['Viking'],304,"['nyt:combined-print-and-e-book-fiction=2020-10-18', 'New York Times bestseller', 'New York Times reviewed', 'Fiction, science fiction, general', 'Fiction, fantasy, general', 'Future life', 'Fiction', 'Regret', 'Choice (Psychology)', 'Libraries', 'Decision making', 'Vie future', 'Romans, nouvelles', 'Choix (Psychologie)', 'BibliothÃ¨ques', 'Prise de dÃ©cision', 'Literary', 'FICTION / Science Fiction / Time Travel', 'FICTION / Women', 'FICTION / Literary']","Between life and death there is a library, and within that library, the shelves go on forever. Every book provides a chance to try another life you could have lived. To see how things would be if you had made other choices . . . Would you have done anything different, if you had the chance to undo your regrets?â€

A dazzling novel about all the choices that go into a life well lived, from the internationally bestselling author of Reasons to Stay Alive and How To Stop Time.

Somewhere out beyond the edge of the universe there is a library that contains an infinite number of books, each one the story of another reality. One tells the story of your life as it is, along with another book for the other life you could have lived if you had made a different choice at any point in your life. While we all wonder how our lives might have been, what if you had the chance to go to the library and see for yourself? Would any of these other lives truly be better?

In The Midnight Library, Matt Haigâ€™s enchanting new novel, Nora Seed finds herself faced with this decision. Faced with the possibility of changing her life for a new one, following a different career, undoing old breakups, realizing her dreams of becoming a glaciologist; she must search within herself as she travels through the Midnight Library to decide what is truly fulfilling in life, and what makes it worth living in the first place.",4.088888889,The Midnight Library,Literary Fiction,Magical Realism
A Study in Drowning,Ava Reid,,Read,9780063419414,4.25,Yes,,2024,['HarperCollins Publishers'],432,,,3.73,Study in Drowning Collector's Deluxe Limited Edition,Fantasy,"Gothic, Dark Academia, Romance"
Murder Your Employer,Rupert Holmes,,Read,9781451648218,4,Yes,,2023,['Simon & Schuster'],400,"['nyt:combined-print-and-e-book-fiction=2024-05-19', 'New York Times bestseller']",,3,Murder Your Employer,Mystery,"Dark Academia, Satirical"
A Curse for True Love,Stephanie Garber,,Read,9781250851208,4.5,Yes,,12-Sep-23,['Flatiron Books'],448,['Serie:Once_Upon_a_Broken_Heart'],"Two villains, one girl, and a deadly battle for happily ever after.

Evangeline Fox ventured to the Magnificent North in search of her happy ending, and it seems as if she has it. Sheâ€™s married to a handsome prince and lives in a legendary castle. But Evangeline has no idea of the devastating price sheâ€™s paid for this fairytale. She doesnâ€™t know what she has lost, and her husband is determined to make sure she never finds out . . . but first he must kill Jacks, the Prince of Hearts.

Blood will be shed, hearts will be stolen, and true love will be put to the test in A Curse for True Love, the breathlessly anticipated conclusion to the Once Upon A Broken Heart trilogy.",3.857142857,A Curse for True Love,Fantasy,"Young Adult, Romance"
Somewhere Beyond the Sea,TJ Klune,,Read,9781250881205,4.25,Yes,,2024,"['Doherty Associates, LLC, Tom']",416,"['nyt:combined-print-and-e-book-fiction=2024-09-29', 'New York Times bestseller', 'Serie:Cerulean_Chronicles']",,4.5,Somewhere Beyond the Sea,Fantasy,
Romantic Comedy,Curtis Sittenfeld,,Read,9780399590948,3.75,Yes,,2023,['Random House Publishing Group'],320,"['nyt:combined-print-and-e-book-fiction=2023-04-23', 'New York Times bestseller']",,4,Romantic Comedy,Romance,"Contemporary, Satire"
Rock Paper Scissors,Alice Feeney,,Read,9781250266101,3.75,Yes,,7-Sep-21,['Flatiron Books'],304,"['Married people, fiction', 'Fiction, thrillers, suspense', 'Scotland, fiction', 'Fiction, psychological', 'Fiction, family life, marriage & divorce']","Things have been wrong with Mr and Mrs Wright for a long time. When Adam and Amelia win a weekend away to Scotland, it might be just what their marriage needs. Self-confessed workaholic and screenwriter Adam Wright has lived with face blindness his whole life. He canâ€™t recognize friends or family, or even his own wife.

Every anniversary the couple exchange traditional gifts â€“ paper, cotton, pottery, tin â€“ and each year Adamâ€™s wife writes him a letter that she never lets him read. Until now. They both know this weekend will make or break their marriage, but they didnâ€™t randomly win this trip. One of them is lying, and someone doesnâ€™t want them to live happily ever after.

Ten years of marriage. Ten years of secrets. And an anniversary they will never forget.",4.222222222,Rock Paper Scissors,Thriller,Psychological Thriller
Weyward,Emilia Hart,,Read,9781250280800,3.25,Yes,,2023,"[""St. Martin's Press""]",336,"['nyt:hardcover-fiction=2023-03-26', 'New York Times bestseller']",,4,Weyward,Historical Fiction,Magical Realism
The Housemaid,Freida McFadden,,Read,9781538742570,4.5,No,,April 26 2022,['Hatchette UK - Bookouture'],336,"['nyt:trade-fiction-paperback=2023-05-14', 'New York Times bestseller']","Every day I clean the Winchesters' beautiful house top to bottom. I collect their daughter from school. And I cook a delicious meal for the whole family before heading up to eat alone in my tiny room on the top floor. I try to ignore how Nina makes a mess just to watch me clean it up. How she tells strange lies about her own daughter. And how her husband Andrew seems more broken every day. But as I look into Andrew's handsome brown eyes, so full of pain, it's hard not to imagine what it would be like to live Nina's life. I only try on one of Nina's pristine white dresses once. Just to see what it's like. But soon she finds out - and by the time I realize my attic bedroom door only locks from the outside, it's far too late. But I reassure myself that the Winchesters don't know who I really am. And they don't know what I'm capable of.",4.333333333,The Housemaid,Thriller,Psychological Thriller
Finlay Donovan is Killing It,Elle Cosimano,,Read,9781250242204,4.25,No,,2021,"[""St. Martin's Press""]",336,"['Authors, fiction', 'Single women, fiction', 'Fiction, mystery & detective, women sleuths', 'Fiction, humorous']",,3.75,Finlay Donovan Is Killing It,Mystery,"Cozy Mystery, Humor"
Finlay Donovan Knocks 'Em Dead,Elle Cosimano,,Read,9781250242198,4,No,,2022,"[""St. Martin's Press""]",368,"['Fiction, mystery & detective, women sleuths']",,4,Finlay Donovan Knocks 'Em Dead,Mystery,"Cozy Mystery, Humor"
Verity,Colleen Hoover,,Read,,2,No,Verity,10-Dec-18,,314,,,4.37,,Thriller,Psychological Thriller
Watership Down,Richard Adams,,Read,,4.25,No,Watership Down,1972,"Rex Collings, Scribner",476,,,4.4,,Fantasy,Allegory
"Sun and Moon, Ice and Snow",Jessica Day George,,Read,,4,No,"Sun and Moon, Ice and Snow",8-Jan-08,Bloomsbury USA,336,,,3.99,,Fantasy,"Fairytale Retelling, Young Adult"
